title,researcher,institution,start_date,project_url
Investigating vector-borne determinants of arboviral infections in Cambodia: preparations for a longitudinal cohort study,Rithea Leang,"National Center for Parasitology, Entomology, and Malaria Control",2018-05-24 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00250.html
Identification of Zika and Dengue virus mimitopes associated with early and protective humoral immune responses,Lindsay Marie Wieczorek,"Henry Jackson Foundation, US Military HIV Research Program",2018-05-25 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00250.html
Identification of Zika and Dengue virus mimitopes associated with early and protective humoral immune responses,Kobporn Boonnak,Mahidol University,2018-05-26 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00250.html
The development of intranasal dual vaccine: Hepatitis B and Norovirus,Lijuan Yuan,Virginia Tech,2018-05-27 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00250.html
The development of intranasal dual vaccine: Hepatitis B and Norovirus,Ernawati Arifin Giri-Rachman,Bandung Institute of Technology,2018-05-28 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00250.html
アミノ酸輸送体を標的としたがんの代謝制御による新規治療法の研究開発,金井 好克,大阪大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
難治性がんを対象とした新規抗体医薬品の開発研究,菊池 章,大阪大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
肺神経内分泌腫瘍の代謝特性を標的とした新規治療,田沼 延公,宮城県立がんセンター,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
Dnmt1とDualモノユビキチン化タンパク質との結合を標的とした新たなDNA低メチル化誘導薬物の開発,中西 真,東京大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
急性骨髄性白血病に対する新規分化誘導療法の開発,前田 高宏,九州大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
放射錯体化学とDDS先端技術の融合による革新的RI内用療法／radio-theranosticsの創出,梅田 泉,国立がん研究センター,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
がん抑制因子活性化を利用した治療耐性獲得乳がんに対する新規治療法開発,片桐 豊雅,徳島大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
がん生物学とウイルス学の融合による抗がんウイルス創薬システムの開発,藤堂 具紀,東京大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
細胞競合を応用した前がん病変部に対する新規診断法・予防的治療法の開発,藤田 恭之,北海道大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
リプログラミング技術を用いた腫瘍内多様性に対応する骨髄異形成症候群と急性骨髄性白血病の新規治療法の開発,吉田 善紀,京都大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
がん細胞の遺伝子変異を認識する腫瘍浸潤リンパ球のTCRレパトアと認識抗原解析に基づく効果予測法の確立と、同定TCRによる革新的な個別がん免疫療法の開発,池田 裕明,長崎大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
がん関連線維芽細胞の多様性の機序解明とその改変にもとづく腫瘍免疫制御法の開発,榎本 篤,名古屋大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
ヒト単球系列細胞及び腫瘍関連マクロファージを標的とした抗腫瘍ADC開発,樗木 俊聡,東京医科歯科大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
プロテオゲノミクスによるlncRNAがん抗原を標的とした革新的免疫治療の開発,金関 貴幸,札幌医科大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
免疫細胞動態・分化・代謝制御による抗腫瘍免疫微小環境の最適化,熊ノ郷 淳,大阪大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
再バリデーション成功マーカーを用いた進行食道扁平上皮がんの化学放射線療法への抵抗性予測診断システムの開発,牛島 俊和,国立がん研究センター,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
高リスクER陽性乳がんの内分泌療法耐性機序解明に基づく診断法と薬物療法の開発,太田 智彦,聖マリアンナ医科大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
子宮体がんリンパ節転移予測診断マーカーを用いた術中迅速検査技術の開発  ～がんと向き合う女性に優しい個別化医療を目指して～,寺尾 泰久,順天堂大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
免疫チェックポイント阻害薬使用による免疫関連副作用予測システムの開発,藤村 卓,東北大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
がん酸化還元代謝をバイオマーカーとする治療効果の早期画像診断法の開発,松尾 政之,岐阜大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
液性免疫に焦点を当てた胃癌ゲノミクスの多様性解明と介入法探索,石川 俊平,東京医科歯科大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
早期がん及びリスク依存がんの統合解析による肺発がん多様性の理解と重点化治療戦略の策定,河野 隆志,国立がん研究センター,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
トランスポゾンを用いたがん悪性化に関与するドライバー遺伝子の同定と機能検証,武田 はるな,金沢大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
網羅的免疫ゲノム解析によるがん免疫環境の理解と免疫ゲノム治療標的の探索,中川 英刀,理化学研究所,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
ゲノム解析による骨軟部腫瘍の多様性の解明と治療標的・バイオマーカーの探索,松田 浩一,東京大学,2018-05-15 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00001.html
内視鏡統合データベースと連携する内視鏡診療領域におけるAIプロトタイプ開発と実装に向けたICT基盤整備,田尻久雄,日本消化器内視鏡学会,2018-05-08 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00013.html
病理診断支援のための人工知能（病理診断支援AI)開発と統合的「AI医療画像知」の創出,深山正久,日本病理学会,2018-05-08 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00013.html
画像診断ナショナルデータベース実現のための開発研究,本田浩,九州大学,2018-05-08 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00013.html
脊髄性筋萎縮症治療薬（TEC-1）の開発,,武田薬品工業株式会社,2018-05-01 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00011.html
難治性炎症性腸疾患治療薬の開発（PEG化アドレノメデュリン）,,ひむかAMファーマ株式会社,2018-05-01 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00011.html
光操作技術を用いた神経幹細胞の新規分化制御法の開発,今吉　格,国立大学法人　京都大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
再生医療等に用いるヒト胎盤由来幹細胞の細胞特性の解明,岡江　寛明,国立大学法人　東北大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
新規キメラ作製法を用いた目的臓器の再生,小林　俊寛,大学共同利用機関法人　自然科学研究機構生理学研究所,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
iPS細胞を用いた神経疾患・神経変性疾患診断システムの構築,菅原　亨,国立研究開発法人　国立成育医療研究センター,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
ヒト多能性幹細胞に由来する分化指向性間葉系前駆細胞集団の選別単離方法の開発,宝田　剛志,国立大学法人　岡山大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
内胚葉オルガノイドの線維化誘導とメカノスクリーン体系の創生,武部　貴則,公立大学法人　横浜市立大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
心臓発生・心筋細胞分化における核内クロマチン高次構造の動態と制御,野村　征太郎,国立大学法人　東京大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
「染色体編集」法によるHLA全ホモ接合多能性幹細胞の開発と汎移植適合性の検証,林　洋平,国立大学法人　筑波大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
再生組織に対する拒絶反応の予測モデルの構築と拒絶反応抑制法の開発,増田　喬子,国立大学法人　京都大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
成体由来・高可塑性腸上皮オルガノイドのリプログラミング法開発,油井　史郎,国立大学法人　東京医科歯科大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00005.html
核酸アナログ離脱を目的とするB型肝炎ウイルスに対する免疫治療法の開発,日浅　陽一,愛媛大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
Nucleotide analogue製剤のサイトカイン誘導を利用してB型肝炎のドラッグフリーを目指す治療法の開発および創薬に関する研究,村田　一素,国際医療福祉大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
B型肝炎再活性化の発生機序の解明と費用対効果に優れた予防法の開発,溝上　雅史,国立国際医療研究センター,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
核内ホルモン受容体リガンドを利用した難治性C型肝炎および脂肪性肝炎制御戦略 の構築,渡士　幸一,国立感染症研究所,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
ゲノム付きNAFLDオルガノイドパネルを用いた革新創薬概念の実証,武部　貴則,東京医科歯科大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
肝炎ウイルス感染による肝硬変、肝不全に対するヒトES細胞由来再生医療等製品による新規治療法の開発,梅澤　明弘,国立成育医療研究センター,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
エクソソーム内包再生促進因子に着目した線維肝再生の新たな診断・治療法の創出,稲垣　豊,東海大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
ウイルス性肝疾患を含む代謝関連肝がん発生の病態解明に関する研究,小池　和彦,東京大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
NASH肝がんのリピド・ゲノミクス研究に基づく個別化医療の開発,考藤　達哉,国立国際医療研究センター,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
異常肝細胞排除機構を基盤にしたB型肝炎を中心とした肝疾患に対する革新的治療法の創出研究,仁科　博史,東京医科歯科大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
経口感染によるウイルス性肝炎(A型及びE型)の感染防止、病態解明、治療等に関する研究,岡本　宏明,自治医科大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
NASH／NAFLDに対する炎症性免疫細胞標的化ナノメディシンの開発,戸井田　力,産業技術総合研究所,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
肝硬変患者における筋肉―肝臓連関の免疫学的解明に基づく治療戦略の構築,由雄　祥代,国立国際医療研究センター,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
肝疾患に対する新規免疫制御機構に関する研究,白崎　尚芳,金沢大学,2018-04-17 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00191.html
研究データの質向上の指導者育成プログラム開発（通論）,飯室　聡,帝京大学,2018-04-16 00:00:00,https://www.amed.go.jp/koubo/10/01/1001C_00005.html
研究データの質向上の指導者育成プログラム開発,藤田　烈,帝京大学,2018-04-16 00:00:00,https://www.amed.go.jp/koubo/10/01/1001C_00005.html
研究データの質向上の指導者育成プログラム開発,岩田　洋,順天堂大学,2018-04-16 00:00:00,https://www.amed.go.jp/koubo/10/01/1001C_00005.html
中国で発生した高病原性H7N9鳥インフルエンザウイルスのリスク評価並びにワクチン開発に資する研究,河岡　義裕,東京大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
細胞培養インフルエンザワクチンに関する研究,信澤　枝里,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
ウイルス性重症呼吸器感染症に係る診断・治療法の研究,森島　恒雄,愛知医科大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
HTLV-1母子感染予防法の開発を目指した遺伝子組換え型ヒト免疫グロブリン医薬開発と霊長類モデルを用いた評価,田中　勇悦,琉球大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
抗HTLV-1ヒト免疫グロブリンによるHTLV-1感染・発症予防法の開発に関する研究,水上　拓郎,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
剤耐性淋菌感染症の対策に資する研究,大西　真,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
薬剤耐性菌のサーベイランス強化および薬剤耐性菌の総合的な対策推進に関する研究,柴山　恵吾,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
オミックス情報に基づく結核感染制御技術の開発研究,御手洗　聡,結核予防会結核研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
ハンセン病等の予防・診断・治療の開発に向けた研究,星野　仁彦,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
下痢原性細菌におけるサーベイランス手法及び病原性評価法の開発に向けた研究,伊豫田　淳,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
ワクチンで予防可能な疾患のサーベイランス及びワクチン効果の評価に関する研究,大石　和徳,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
ダニ媒介性細菌感染症の総合的な対策に向けた研究,安藤　秀二,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
感染症を媒介する節足動物に関する研究,沢辺　京子,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
愛玩動物由来人獣共通感染症に対する検査及び情報共有体制の構築,前田　健,山口大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
高病原性病原体取扱いおけるバイオリスク管理システムの向上に関する研究,福士　秀悦,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
マスギャザリングにおける髄膜炎菌感染症の検査体制強化に資する開発研究,齋藤　良一,東京医科歯科大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
高病原性ウイルス感染症に対する治療・予防法の開発研究：ワクチン及び動物モデル開発,西條　政幸,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
細菌感染症に対する新規診断・治療薬の開発を指向した最適化抗体取得系の構築,中川　一路,京都大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
活性型・抑制型自然免疫受容体解析による抗酸菌潜伏および持続感染の成立、維持と再活性化機序解明に基づく新規治療法開発,星野　仁彦,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
樹状細胞標的化ペプチドによる感染症ワクチン創製基盤の構築,吉岡　靖雄,大阪大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
細菌バイオフィルムを選択的に阻害する薬剤開発の新規アプローチ,尾崎　省吾,九州大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
新興インフルエンザの出現予測を可能にする分子基盤の開発,川口　敦史,筑波大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
診断・治療・予防法開発を目的とした季節性インフルエンザ関連腸炎の発症メカニズム解明および臨床病理学的解析,廣瀬　亮平,京都府立医科大学,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
ワクチン導入後のロタウイルスのフルゲノム解析に基づく分子疫学研究,藤井　克樹,国立感染症研究所,2018-04-12 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00190.html
強度行動障害者への支援におけるセンシング技術を用いた評価システムの開発,井上 雅彦,鳥取大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
食事評価・労働効率換算表を用いた身体障害者の労働生産性、就労支援創出の研究,青山 朋樹,京都大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
筋痛性脳脊髄炎／慢性疲労症候群に対する診療・研究ネットワークの構築,山村 隆,国立精神・神経医療研究センター,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
細胞膜修復や不要蛋白クリアランス機構の破綻をきたす筋疾患におけるメカノセンシングの機序の解明とその評価系の確立および治療法開発,青木 正志,東北大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
ロービジョンの患者を対象とした読書困難に関する実態調査と、多様な読書評価を可能にするアプリの開発,小田 浩一,東京女子大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
慢性めまいの診断法確立とめまい指導の有用性に関する研究,肥塚 泉,聖マリアンナ医科大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
大規模災害時における視覚障害者対応システムの構築に関する研究,仲泊 聡,理化学研究所,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
血液メタボローム解析による精神疾患の層別化可能な客観的評価法の確立と治療最適化への応用,神庭 重信,九州大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
バイオマーカーを利用したうつ病の層別化と治療計画策定法の立案,大森 哲郎,徳島大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
妊産婦前向きコホート研究の成果を用いた要介入群の同定法と支援策の開発,尾崎 紀夫,名古屋大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
慢性抑うつの神経生理基盤の解明とその病態に基づいた新規ニューロモデュレーション治療法の開発,三村 將,慶應義塾大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
発達障害を有する大学生（中退者、引きこもりを含む）へのショートケアプログラム開発と包括的支援システムの構築,太田 晴久,昭和大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
ギャンブル障害に対するニューロフィードバック法の開発,高橋 英彦,京都大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
精神疾患レジストリの構築・統合により新たな診断・治療法を開発するための研究,中込 和幸,国立精神・神経医療研究センター,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
発達障害者の緊急時支援のチーム支援活動に関するマニュアル開発のための研究,桝屋 二郎,東京医科大学,2018-04-11 00:00:00,https://www.amed.go.jp/koubo/01/04/0104C_00006.html
モジュール編集を主とする中分子天然化合物の母核改変及び修飾酵素による構造展開に向けた技術開発,新家一男,次世代天然物化学技術研究組合/産業技術総合研究所,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
中分子シミュレーション技術の開発,嶋田一夫,次世代天然物化学技術研究組合,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
立体構造を基盤とする中分子創薬の合理的設計,前仲勝実,北海道大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
選択的オートファジーにもとづく中分子創薬技術,有本博一,東北大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
進化的in vitro及びin silico複合選択による中分子薬剤の調製,伊藤嘉浩,理化学研究所,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
膜透過性予測に資するオリゴ核酸の細胞内取り込み機構の分子基盤解明,井上貴雄,国立医薬品食品衛生研究所,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
中分子薬剤による難聴治療を目指したギャップ結合創薬の創生,神谷和作,順天堂大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
DNA副溝認識化合物による画期的ゲノム創薬技術開発,永瀬浩喜,千葉県がんセンター,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
タンパク質―脂質間相互作用 (PLI) の解析と制御を基盤とした免疫調節性中分子の創製,藤本ゆかり,慶應義塾大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
連続生産等に適した高性能な国産細胞株の開発,上平正道,次世代バイオ医薬品製造技術研究組合/九州大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
高性能な国産細胞株の構築,近藤昭彦,高機能遺伝子デザイン技術研究組合/神戸大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
バイオ医薬品連続生産における各要素技術及びプラットフォーム技術の開発,大政健史,次世代バイオ医薬品製造技術研究組合/大阪大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
バイオ医薬品製造技術の実証研究,村上 聖,次世代バイオ医薬品製造技術研究組合/日立製作所,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
バイオ医薬品の連続生産の実用化に向けた品質管理手法研究,石井明子,国立医薬品食品衛生研究所,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
バイオ医薬品の多品種・大量製造に適した微生物による高度生産技術の開発,石井 純,高機能遺伝子デザイン技術研究組合/神戸大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
バイオ医薬品製造コスト低減を実現する革新材料の開発,上野良之,東レ株式会社,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
CHO細胞をデザインする：合理的・迅速・ロバストなセルエンジニアリング・プラットフォームに基づいた、向上型バイオプロセスのための細胞開発,鬼塚正義,次世代バイオ医薬品製造技術研究組合/徳島大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
増殖-分化制御システムを取り入れたCHK細胞を用いたバイオ医薬品生産細胞の構築,河邉佳典,次世代バイオ医薬品製造技術研究組合/九州大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
高度バイオ医薬品製造プロセスの設計フレームワーク,杉山弘和,東京大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
細胞ファイバーを利用した抗体製造のための高密度連続生産技術の開発,柳沢 佑,株式会社セルファイバ,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
バイオ医薬品生産の新たな道を切り開くための新規チャイニーズハムスター肺由来CHL-YN細胞株の開発,山野範子,次世代バイオ医薬品製造技術研究組合/大阪大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
PEG化タンパク質やADCｓなどのタンパク質薬物複合体の連続的合成反応と精密分離,吉本則子,次世代バイオ医薬品製造技術研究組合/山口大学,2018-04-03 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00009.html
疾患モデルとしての有害事象の解析による創薬標的の導出,金子　周司,京都大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
非アルコール性脂肪性肝疾患（NAFLD）の新規創薬ターゲットの同定,高田　龍平,東京大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
免疫グロブリン製剤（IVIG）の抗冠動脈炎症の分子メカニズム解明に基づく、IVIG不応川崎病症例に対する新規治療薬開発を目指した研究,松田　明生,国立成育医療研究センター,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
Indolent ATLの分子標的同定とEZH1/2阻害薬の適応拡大を目指した研究,山岸　誠,東京大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
有機リチウム反応の高次制御によるクロスカップリング反応プロセスの高度化,永木　愛一郎,京都大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
フロー精密合成を用いた医薬品原体合成法の開発,八谷　巌,三重大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
医薬品の非臨床試験におけるγ-H2AXの免疫組織化学染色を用いたin vivo遺伝毒性早期検出法に関する研究開発,小川　久美子,国立医薬品食品衛生研究所,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
cfDNA およびエクソソーム RNAをバイオマーカーとした医薬品の次世代毒性評価法の開発,小野　竜一,国立医薬品食品衛生研究所,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
次世代バイオ医薬品の高度な生産技術に関する人材育成に資する教育プログラムの作成,豊島　聰,一般社団法人バイオロジクス研究・トレーニングセンター,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
膜タンパク質の細胞外ドメインを結合標的とする機能性ヒト抗体の高効率作製と構造デザイン,岩田　想,京都大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
ゲノム情報科学と機械学習にもとづく高機能抗体のデザイン開発技術に関する研究,加藤　洋人,東京医科歯科大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
中分子アゴニスト創薬のロジカルデザイン～OX40アゴニスト開発を実施例として～,高折　晃史,京都大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
バイパラトピック抗体のパネル化による機能的人工抗体の探索デザインの高度化,秋葉　宏樹,医薬基盤・健康・栄養研究所,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
重症GVHD治療に向けたCD25中和抗体代替ペプチド製剤の開発,門之園　哲哉,東京工業大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
物理化学／計算科学を駆使したヒト化単ドメイン抗体取得系の高度化と汎用化,中木戸　誠,東京大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
アプタマー情報をベースにした低分子医薬品創製プラットフォームの構築,笠原　勇矢,医薬基盤・健康・栄養研究所,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
結晶スポンジ法を活用する超速天然物ライブラリ構築と活性スクリーニング,藤田　誠,東京大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
最新の構造解析技術を活用したGPCR創薬のための技術基盤の構築,小林　拓也,京都大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/06/01/0601C_00015.html
がん幹細胞および抗癌剤耐性がん細胞に作用する革新的抗腫瘍核酸医薬品の開発,田原　栄俊,広島大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
動体追跡技術を発展させ、がん標的の3次元的形状と位置の時間的変化を把握する実体適合陽子線治療（Real-world Adaptive Proton Beam Therapy）システムの非臨床POC取得,清水　伸一,北海道大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
活性イオウ分子種を用いた新規抗酸化眼内灌流液の開発,中澤　徹,東北大学,2018-03-22 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00003.html
