project_id,project_id_original,title,title_en,project_url,keyword,keyword_en,source,researcher,researcher_en,institutation,country,currency,award_amount,award_amount_usd,funded_date,start_date,end_date,project_term,start_year,end_year,description,description_raw,description_en,created_date,updated_date
 G022112N ,,,,,,,,"Loeys, Bart Paelinck, Bernard Van Laer, Lutgart Vrints, Christiaan  ",, UA  ,, EUR ,180000,,, 01/01/2012 , 31/12/2015 ,,,, Klinische en (patho)genetische studie van bicuspide aortaklep en geassocieerd aorta aneurysma.  , Klinische en (patho)genetische studie van bicuspide aortaklep en geassocieerd aorta aneurysma.  ,,,
 G043812N ,,,,,,,,"Lories, Rik  ",, K.U.Leuven  ,, EUR ,240000,,, 01/01/2012 , 31/12/2015 ,,,, SMOC2 en DOT1L: nieuwe modulatoren van de Wnt en BMP signaalwegen in osteoartrose  , SMOC2 en DOT1L: nieuwe modulatoren van de Wnt en BMP signaalwegen in osteoartrose  ,,,
 G087812N ,,,,,,,,"Loris, Remy Danckaert, Jan  ",, VUB  ,, EUR ,200000,,, 01/01/2012 , 31/12/2015 ,,,, Dynamica van toxine-antitoxine stress respons netwerken: een interdisciplinaire computationele en in-vivo aanpak.  , Dynamica van toxine-antitoxine stress respons netwerken: een interdisciplinaire computationele en in-vivo aanpak.  ,,,
 G039312N ,,,,,,,,"Luttun, Aernout Janssens, Stefan  ",, K.U.Leuven  ,, EUR ,200000,,, 01/01/2012 , 31/12/2015 ,,,, Studie van de rol van transcriptie factoren in endotheliale diversiteit.  , Studie van de rol van transcriptie factoren in endotheliale diversiteit.  ,,,
 G096112N ,,,,,,,,"Luyten, Patrick Soenens, Bart Vliegen, Nicole  ",, K.U.Leuven  ,, EUR ,377541,,, 01/01/2012 , 31/12/2015 ,,,, Persoonlijkheid en kwetsbaarheid voor affectieve spectrumstoornissen en -klachten: De rol van gen-omgevingscorrelaties (rGE) en -interacties (GxE)  , Persoonlijkheid en kwetsbaarheid voor affectieve spectrumstoornissen en -klachten: De rol van gen-omgevingscorrelaties (rGE) en -interacties (GxE)  ,,,
 G051812N ,,,,,,,,"Maes, Louis Cos, Paul  ",, UA  ,, EUR ,391000,,, 01/01/2012 , 31/12/2015 ,,,, Dynamiek en mechanismen van paromomycine en miltefosine  resistentie in de protozoaire parasiet Leishmania  , Dynamiek en mechanismen van paromomycine en miltefosine  resistentie in de protozoaire parasiet Leishmania  ,,,
 G062812N ,,,,,,,,"Maesschalck, Jeroen  ",, K.U.Leuven  ,, EUR ,258000,,, 01/01/2012 , 31/12/2015 ,,,, Cultuur aan/op het werk. Een onderzoek naar de rol van cultuur in de verklaring van wangedrag op het werk  , Cultuur aan/op het werk. Een onderzoek naar de rol van cultuur in de verklaring van wangedrag op het werk  ,,,
 G068912N ,,,,,,,,"Marine, Jean-Christophe  ",, K.U.Leuven  ,, EUR ,330000,,, 01/01/2012 , 31/12/2015 ,,,, Identificatie van drijvers van melanoomprogressie en metastase door een in vivo screening op basis van oncogenomics  , Identificatie van drijvers van melanoomprogressie en metastase door een in vivo screening op basis van oncogenomics  ,,,
 G082712N ,,,,,,,,"Martens, David  ",, UA  ,, EUR ,244000,,, 01/01/2012 , 31/12/2015 ,,,, Social network learning voor marketing en finance  , Social network learning voor marketing en finance  ,,,
 G049212N ,,,,,,,,"Martens, Geert Gorus, Frans  ",, VUB  ,, EUR ,180800,,, 01/01/2012 , 31/12/2015 ,,,, Ontwikkeling en klinische validatie van biologische merkers voor beta cel destructie in vivo  , Ontwikkeling en klinische validatie van biologische merkers voor beta cel destructie in vivo  ,,,
 G0B0212N ,,,,,,,,"Martens, Gunther Arteel, Inge Biebuyck, Benjamin Callens, Johan Pewny, Katharina  ",, UGent VUB  ,, EUR ,150000,,, 01/01/2012 , 31/12/2015 ,,,, Teksttheatraliteit. Een geïntegreerde benadering op basis van retorische narratologie en opvoeringsanalyse  , Teksttheatraliteit. Een geïntegreerde benadering op basis van retorische narratologie en opvoeringsanalyse  ,,,
 G007412N ,,,,,,,,"Martinet, Wim De Meyer, Guido  ",, UA  ,, EUR ,220800,,, 01/01/2012 , 31/12/2015 ,,,, Farmacologische modulatie van celdood in atherosclerose  , Farmacologische modulatie van celdood in atherosclerose  ,,,
 G053412N ,,,,,,,,"Marynen, Peter Baens, Mathijs  ",, K.U.Leuven  ,, EUR ,200000,,, 01/01/2012 , 31/12/2015 ,,,, Moleculaire en functionele karakterizering van MALT1- and API2-MALT1-gemedieerde NF-kappaB activiteit in lymfoomontwikkeling.  , Moleculaire en functionele karakterizering van MALT1- and API2-MALT1-gemedieerde NF-kappaB activiteit in lymfoomontwikkeling.  ,,,
 G061912N ,,,,,,,,"Mathieu, Chantal D'Hertog, Wannes Overbergh, Lut  ",, K.U.Leuven  ,, EUR ,510578,,, 01/01/2012 , 31/12/2015 ,,,, De beta-cel in de pathogenese van type 1 diabetes: impact van  translationele en posttranslationele regulatie.  , De beta-cel in de pathogenese van type 1 diabetes: impact van  translationele en posttranslationele regulatie.  ,,,
 G050512N ,,,,,,,,"Matthijs, Gert  ",, K.U.Leuven  ,, EUR ,320000,,, 01/01/2012 , 31/12/2015 ,,,, Speurtocht naar de nieuwste glycosylatiedefecten (Congenital Disorders of Glycosylation): systematische analyse van onopgeheldere ER en Golgi defecten en onderzoek naar de functie van TPARL  , Speurtocht naar de nieuwste glycosylatiedefecten (Congenital Disorders of Glycosylation): systematische analyse van onopgeheldere ER en Golgi defecten en onderzoek naar de functie van TPARL  ,,,
 G097912N ,,,,,,,,"Matthijs, Koenraad Kok, Jan  ",, K.U.Leuven  ,, EUR ,254000,,, 01/01/2012 , 31/12/2015 ,,,, Trajecten van gezinsvorming. Een sequentie-analyse van de 19de-eeuwse vruchtbaarheidstransitie in Vlaanderen.  , Trajecten van gezinsvorming. Een sequentie-analyse van de 19de-eeuwse vruchtbaarheidstransitie in Vlaanderen.  ,,,
 G051512N ,,,,,,,,"Matthys, Patrick Wouters, Carine  ",, K.U.Leuven  ,, EUR ,200000,,, 01/01/2012 , 31/12/2015 ,,,, Zoektocht naar het ziektemechanisme van macrofaag activatie syndroom (MAS) in systemische juveniele idiopathische artritis (sJIA): een translationele studie met een focus op aangeboren immuniteit en IFN-gamma  , Zoektocht naar het ziektemechanisme van macrofaag activatie syndroom (MAS) in systemische juveniele idiopathische artritis (sJIA): een translationele studie met een focus op aangeboren immuniteit en IFN-gamma  ,,,
 G068612N ,,,,,,,,"Mazzone, Massimiliano  ",, K.U.Leuven  ,, EUR ,240000,,, 01/01/2012 , 31/12/2015 ,,,, Ontrafelen van het moleculaire netwerk rondom de zuurstof sensor proteïnes  , Ontrafelen van het moleculaire netwerk rondom de zuurstof sensor proteïnes  ,,,
 G0B2712N ,,,,,,,,"Meijns, Brigitte  ",, K.U.Leuven  ,, EUR ,255000,,, 01/01/2012 , 31/12/2015 ,,,," De autoriteit van de bisschop in het post-Karolingische en pre-Gregoriaanse tijdperk (ca. 900-ca. 1050): Een onderzoek naar de identiteit, de daden en de autoriteit van de bisschoppen in West-Francië (Kerkprovincie Reims)  "," De autoriteit van de bisschop in het post-Karolingische en pre-Gregoriaanse tijdperk (ca. 900-ca. 1050): Een onderzoek naar de identiteit, de daden en de autoriteit van de bisschoppen in West-Francië (Kerkprovincie Reims)  ",,,
 G053812N ,,,,,,,,"Menu, Eline Vanderkerken, Karin  ",, VUB  ,, EUR ,120000,,, 01/01/2012 , 31/12/2014 ,,,, NKT cellen als target voor behandeling in multipel myeloom  , NKT cellen als target voor behandeling in multipel myeloom  ,,,
 G004912N ,,,,,,,,"Merci, Bart Degroote, Joris  ",, UGent  ,, EUR ,307500,,, 01/01/2012 , 31/12/2015 ,,,, Fundamentele numerieke en experimentele studie van vlamuitbreiding over oppervlakken in geval van brand  , Fundamentele numerieke en experimentele studie van vlamuitbreiding over oppervlakken in geval van brand  ,,,
 G0A2512N ,,,,,,,,"Meuleman, Bart  ",, K.U.Leuven  ,, EUR ,254000,,, 01/01/2012 , 31/12/2015 ,,,, Solidariteit in tijden van crisis? De impact van de economische crisis op attitudes t.a.v. inkomensherverdeling en steun voor de welvaartsstaat  , Solidariteit in tijden van crisis? De impact van de economische crisis op attitudes t.a.v. inkomensherverdeling en steun voor de welvaartsstaat  ,,,
 G052112N ,,,,,,,,"Meuleman, Philip Leroux-Roels, Geert  ",, UGent  ,, EUR ,150000,,, 01/01/2012 , 31/12/2014 ,,,, De studie van de directe cel-naar-cel transmissieroute van het hepatitis C virus en evaluatie van nieuwe antivirale strategieën.  , De studie van de directe cel-naar-cel transmissieroute van het hepatitis C virus en evaluatie van nieuwe antivirale strategieën.  ,,,
 G037612N ,,,,,,,,"Meyers, Johan Driesen, Johan  ",, K.U.Leuven  ,, EUR ,400000,,, 01/01/2012 , 31/12/2015 ,,,, Verbeteren van de werking van windturbineparken door middel van actieve controle van de atmosferische grenslaag met individuele turbines als actuator  , Verbeteren van de werking van windturbineparken door middel van actieve controle van de atmosferische grenslaag met individuele turbines als actuator  ,,,
 G012712N ,,,,,,,,"Meynen, Vera Blockhuys, Frank Carleer, Robert  ",, UA UHasselt  ,, EUR ,600000,,, 01/01/2012 , 31/12/2015 ,,,, Studie naar de oppervlakte-eigenschappen van organisch gemodificeerde transitiemetaaloxiden.  , Studie naar de oppervlakte-eigenschappen van organisch gemodificeerde transitiemetaaloxiden.  ,,,
 G047112N ,,,,,,,,"Michiels, Jan Fauvart, Maarten Versees, Wim  ",, K.U.Leuven VUB  ,, EUR ,400000,,, 01/01/2012 , 31/12/2015 ,,,, Gedetailleerde analyse van Pseudomonas aeruginosa persistentie mechanismen  , Gedetailleerde analyse van Pseudomonas aeruginosa persistentie mechanismen  ,,,
 G076312N ,,,,,,,,"Moerman, Ingrid Moonen, Marc  ",, K.U.Leuven UGent  ,, EUR ,565600,,, 01/01/2012 , 31/12/2015 ,,,, Draadloze acoustische sensornetwerken  voor uitgebreide auditieve communicatie  , Draadloze acoustische sensornetwerken  voor uitgebreide auditieve communicatie  ,,,
 G030012N ,,,,,,,,"Mollaert, Marijke Adriaenssens, Sigrid Van Hemelrijck, Danny Van Paepegem, Wim  ",, UGent VUB  ,, EUR ,520000,,, 01/01/2012 , 31/12/2015 ,,,, Geïntegreerde analyse en experimentele verificatie van Kinetische Vorm-Actieve Constructies voor architecturale toepassingen  , Geïntegreerde analyse en experimentele verificatie van Kinetische Vorm-Actieve Constructies voor architecturale toepassingen  ,,,
 G010212N ,,,,,,,,"Müller, Wendt Eens, Marcel  ",, UA  ,, EUR ,240000,,, 01/01/2012 , 31/12/2015 ,,,, Studie van de mechanismen en functies van zang - een kwantitatief genetische benadering  , Studie van de mechanismen en functies van zang - een kwantitatief genetische benadering  ,,,
 G017712N ,,,,,,,,"Munteanu, Adrian Pizurica, Aleksandra  ",, UGent VUB  ,, EUR ,440000,,, 01/01/2012 , 31/12/2015 ,,,, Sparse voorstellingen voor restauratie en codering van 3D-signalen  , Sparse voorstellingen voor restauratie en codering van 3D-signalen  ,,,
 G0B5312N ,,,,,,,,"Myin, Erik  ",, UA  ,, EUR ,262000,,, 01/01/2012 , 31/12/2015 ,,,, Berekening herbekeken  , Berekening herbekeken  ,,,
 G054012N ,,,,,,,,"Neyns, Bart Bonehill, Aude  ",, VUB  ,, EUR ,160000,,, 01/01/2012 , 31/12/2015 ,,,, De ontwikkeling van preklinische modellen voor de evaluatie van combinatietherapieën met als doel het verbeteren van de werking van dendritsche cell-gebaseerde immuuntherapie  , De ontwikkeling van preklinische modellen voor de evaluatie van combinatietherapieën met als doel het verbeteren van de werking van dendritsche cell-gebaseerde immuuntherapie  ,,,
 G0A2212N ,,,,,,,,"Oberthür, Sebastian  ",, VUB  ,, EUR ,259000,,, 01/01/2012 , 31/12/2015 ,,,, De Verandernde Prestatie van de Europese Unie in het Internationale Milieu- een Klimaatbeleid Begrijpen  , De Verandernde Prestatie van de Europese Unie in het Internationale Milieu- een Klimaatbeleid Begrijpen  ,,,
 G081112N ,,,,,,,,"Pandelaere, Mario  ",, UGent  ,, EUR ,244000,,, 01/01/2012 , 31/12/2015 ,,,, Individuele verschillen in hebzucht: oorzaken en gevolgen  , Individuele verschillen in hebzucht: oorzaken en gevolgen  ,,,
 G062312N ,,,,,,,,"Paoli, Letizia  ",, K.U.Leuven  ,, EUR ,258000,,, 01/01/2012 , 31/12/2015 ,,,, Publieke ernstinschattingen van criminaliteit en de rol van de media  , Publieke ernstinschattingen van criminaliteit en de rol van de media  ,,,
 G008012N ,,,,,,,,"Pasmans, Frank Haesebrouck, Freddy  ",, UGent  ,, EUR ,320000,,, 01/01/2012 , 31/12/2015 ,,,, Het mechanisme van cortisol geïnduceerde proliferatie van Salmonella Typhimurium in varkensmacrofagen  , Het mechanisme van cortisol geïnduceerde proliferatie van Salmonella Typhimurium in varkensmacrofagen  ,,,
 G090312N ,,,,,,,,"Pavlakos, Georgios Katrien, Schaubroeck  ",, UA  ,, EUR ,258000,,, 01/01/2012 , 31/12/2015 ,,,, De normativiteit van het recht. Een meta-ethische evaluatie van het interpretivisme  , De normativiteit van het recht. Een meta-ethische evaluatie van het interpretivisme  ,,,
 G042212N ,,,,,,,,"Peeters, François Misko, Vyacheslav  ",, UA  ,, EUR ,360000,,, 01/01/2012 , 31/12/2015 ,,,, Zelforganisatie van colloïden met richtingsafhankelijke interactie  , Zelforganisatie van colloïden met richtingsafhankelijke interactie  ,,,
 G026012N ,,,,,,,,"Pierloot, Kristine Parac-Vogt, Tatjana  ",, K.U.Leuven  ,, EUR ,380000,,, 01/01/2012 , 31/12/2015 ,,,, Theoretisch en mechanistisch inzicht in de biologische activiteit van oxo-vanadaten.  , Theoretisch en mechanistisch inzicht in de biologische activiteit van oxo-vanadaten.  ,,,
 G081412N ,,,,,,,,"Poels, Geert  ",, UGent  ,, EUR ,244000,,, 01/01/2012 , 31/12/2015 ,,,, Ontologie en modelleerraamwerk voor service science  , Ontologie en modelleerraamwerk voor service science  ,,,
 G063412N ,,,,,,,,"Ponsaers, Paul  ",, UGent  ,, EUR ,378000,,, 01/01/2012 , 31/12/2015 ,,,, Politieonderzoek in kaart gebracht:  effecten van politieoptreden in internationaal perspectief  , Politieonderzoek in kaart gebracht:  effecten van politieoptreden in internationaal perspectief  ,,,
 G086212N ,,,,,,,,"Puers, Robert De Ridder, Dirk  ",, K.U.Leuven  ,, EUR ,510000,,, 01/01/2012 , 31/12/2015 ,,,, De BladderPill : een geminiaturiseerd diagnose apparaat om blaasdruk te meten  , De BladderPill : een geminiaturiseerd diagnose apparaat om blaasdruk te meten  ,,,
 G034612N ,,,,,,,,"Raabe, Riccardo  ",, K.U.Leuven  ,, EUR ,340400,,, 01/01/2012 , 31/12/2015 ,,,, Een actieve trefschijf voor de studie van de meeste exotische kernen: detectoren voor geladen deeltjes  , Een actieve trefschijf voor de studie van de meeste exotische kernen: detectoren voor geladen deeltjes  ,,,
 G044812N ,,,,,,,,"Raes, Jeroen  ",, VUB  ,, EUR ,249000,,, 01/01/2012 , 31/12/2013 ,,,, Stabiliteit en robuustheid van de humane darmmicrobiota in gezondheid en Prikkelbare Darm Syndroom  , Stabiliteit en robuustheid van de humane darmmicrobiota in gezondheid en Prikkelbare Darm Syndroom  ,,,
 G073012N ,,,,,,,,"Remon, Jean De Geest, Bruno Hoogenboom, Richard Vermaelen, Karim  ",, UGent  ,, EUR ,220800,,, 01/01/2012 , 31/12/2015 ,,,, Ontwikkeling van microparticulaire kanker vaccins door formulatie van tumor-specifieke antigenen met immuno-modulerende polymeren.  , Ontwikkeling van microparticulaire kanker vaccins door formulatie van tumor-specifieke antigenen met immuno-modulerende polymeren.  ,,,
 G070312N ,,,,,,,,"Robberecht, Wim  ",, K.U.Leuven  ,, EUR ,240000,,, 01/01/2012 , 31/12/2015 ,,,," Functionele rol van Notch signalisatie in motorneuronen, oligodendrocyten en ependymale stamcellen tijdens motorneurondegeneratie in amyotrofische laterale sclerose  "," Functionele rol van Notch signalisatie in motorneuronen, oligodendrocyten en ependymale stamcellen tijdens motorneurondegeneratie in amyotrofische laterale sclerose  ",,,
 G077012N ,,,,,,,,"Roelkens, Günther Detavernier, Christophe Hens, Zeger  ",, UGent  ,, EUR ,280000,,, 01/01/2012 , 31/12/2015 ,,,, NanoMIR: geintegreerde fotodetectoren gebaseerd op colloidale nanokristallen voor silicium fotonica in het mid-infrarood  , NanoMIR: geintegreerde fotodetectoren gebaseerd op colloidale nanokristallen voor silicium fotonica in het mid-infrarood  ,,,
 G093912N ,,,,,,,,"Roeyers, Herbert  ",, UGent  ,, EUR ,296215,,, 01/01/2012 , 31/12/2015 ,,,, Autismespectrumstoornissen bij extreem prematuur geboren kinderen  , Autismespectrumstoornissen bij extreem prematuur geboren kinderen  ,,,
 G004612N ,,,,,,,,"Rogier, Hendrik Joseph, Wout Robert, Puers  ",, K.U.Leuven UGent  ,, EUR ,560000,,, 01/01/2012 , 31/12/2015 ,,,, Draadloze gedistribueerde draagbare sensornetworken op het menselijk lichaam voor dosimetrie en co-operatieve MIMO communicatie  , Draadloze gedistribueerde draagbare sensornetworken op het menselijk lichaam voor dosimetrie en co-operatieve MIMO communicatie  ,,,
 G016312N ,,,,,,,,"Rogiers, Vera Komuta, Mina  ",, VUB  ,, EUR ,180800,,, 01/01/2012 , 31/12/2015 ,,,," van den Oord, Joost Recellularisatie van gedecellulariseerde rattenlever met humane hepatische cellen als nieuw 3D cultuurmodel voor farmaco- toxicologisch onderzoek  "," van den Oord, Joost Recellularisatie van gedecellulariseerde rattenlever met humane hepatische cellen als nieuw 3D cultuurmodel voor farmaco- toxicologisch onderzoek  ",,,
 G046512N ,,,,,,,,"Rolland, Filip Inzé, Dirk  ",, K.U.Leuven UGent  ,, EUR ,380000,,, 01/01/2012 , 31/12/2015 ,,,, Controle van de bladgroei door suiker- en energiesignalering  , Controle van de bladgroei door suiker- en energiesignalering  ,,,
 G033412N ,,,,,,,,"Ryckbosch, Dirk De Clercq, Catherine  ",, UGent VUB  ,, EUR ,480000,,, 01/01/2012 , 31/12/2015 ,,,," De IceTop kosmische stralingsdetector: studie van het energiespectrum rond de knie, en veto voor IceCube.  "," De IceTop kosmische stralingsdetector: studie van het energiespectrum rond de knie, en veto voor IceCube.  ",,,
 G011912N ,,,,,,,,"Ryckebusch, Jan Tempère, Jacques Van Houcke, Kris  ",, UA UGent  ,, EUR ,320000,,, 01/01/2012 , 31/12/2015 ,,,, Kwantummechanische simulaties van polaroneffecten in kwantumgassen  , Kwantummechanische simulaties van polaroneffecten in kwantumgassen  ,,,
 G064512N ,,,,,,,,"Ryngaert, Cedric  ",, K.U.Leuven  ,, EUR ,258000,,, 01/01/2012 , 31/12/2015 ,,,, Staatsaansprakelijkheid voor onrechtmatige handelingen van internationale organisaties  , Staatsaansprakelijkheid voor onrechtmatige handelingen van internationale organisaties  ,,,
 G052412N ,,,,,,,,"Saelens, Xavier  ",, UGent  ,, EUR ,200000,,, 01/01/2012 , 31/12/2015 ,,,, Evolutie van de influenza A virus quasispecies in de naieve en immune gastheer  , Evolutie van de influenza A virus quasispecies in de naieve en immune gastheer  ,,,
 G060612N ,,,,,,,,"Sampaolesi, Maurilio Gijsbers, Rik  ",, K.U.Leuven  ,, EUR ,180000,,, 01/01/2012 , 31/12/2015 ,,,, Mesoangioblast herprogrammering:potentieel voor myogene differentiatie.  , Mesoangioblast herprogrammering:potentieel voor myogene differentiatie.  ,,,
 G0A5212N ,,,,,,,,"Sandra, Dominiek Daelemans, Walter  ",, UA  ,, EUR ,263000,,, 01/01/2012 , 31/12/2015 ,,,, Abstracte regels of statistisch leren? De impact van lexicale en sublexicale homofonie tijdens het spellen en lezen van homofone werkwoordvormen.  , Abstracte regels of statistisch leren? De impact van lexicale en sublexicale homofonie tijdens het spellen en lezen van homofone werkwoordvormen.  ,,,
 G0B7912N ,,,,,,,,"Savvides, Savvas  ",, UGent  ,, EUR ,160000,,, 01/01/2012 , 31/12/2015 ,,,, De structurele en moleculaire basis van sequestrering en inactivatie van humane cytokines door de virale oncoproteïne BARF1  , De structurele en moleculaire basis van sequestrering en inactivatie van humane cytokines door de virale oncoproteïne BARF1  ,,,
 G004312N ,,,,,,,,"Schrijvers, Tom Piessens, Frank  ",, K.U.Leuven UGent  ,, EUR ,560000,,, 01/01/2012 , 31/12/2015 ,,,, Modulaire behandeling van effecten in puur functionele programma's en modellen  , Modulaire behandeling van effecten in puur functionele programma's en modellen  ,,,
 G012012N ,,,,,,,,"Schryvers, Dominique  ",, UA  ,, EUR ,180000,,, 01/01/2012 , 31/12/2015 ,,,, Onderzoek naar de structurele oorzaken van de mechanische eigenschappen van nanokristallijne materialen  , Onderzoek naar de structurele oorzaken van de mechanische eigenschappen van nanokristallijne materialen  ,,,
 G067212N ,,,,,,,,"Schuit, Frans  ",, K.U.Leuven  ,, EUR ,400000,,, 01/01/2012 , 31/12/2015 ,,,, Verboden pancreatische beta-celgenen  , Verboden pancreatische beta-celgenen  ,,,
 G0B0512N ,,,,,,,,"Segers, Yves Van Molle, Helena  ",, K.U.Leuven  ,, EUR ,255000,,, 01/01/2012 , 31/12/2015 ,,,," Boeren in de tropen. Landbouwwetenschap en kennisnetwerken in Belgisch Congo, 1908-1960  "," Boeren in de tropen. Landbouwwetenschap en kennisnetwerken in Belgisch Congo, 1908-1960  ",,,
 G024812N ,,,,,,,,"Severijns, Natalis  ",, K.U.Leuven  ,, EUR ,260000,,, 01/01/2012 , 31/12/2015 ,,,, Studie van de geïnduceerde matrixelementen in het beta verval  , Studie van de geïnduceerde matrixelementen in het beta verval  ,,,
 G060212N ,,,,,,,,"Sipido, Karin Macquaide, Niall  ",, K.U.Leuven  ,, EUR ,379157,,, 01/01/2012 , 31/12/2015 ,,,, Structurele en functionele karakterisatie van subpopulaties van ryanodine receptor clusters in hartspiercellen en het verband met hun lokatie in of buiten dyades.  , Structurele en functionele karakterisatie van subpopulaties van ryanodine receptor clusters in hartspiercellen en het verband met hun lokatie in of buiten dyades.  ,,,
 G055812N ,,,,,,,,"Smagghe, Guy  ",, UGent  ,, EUR ,360000,,, 01/01/2012 , 31/12/2015 ,,,," de Graaf, Dirk Studie van transmissie en virulentie van honingbijvirussen in hommels, en het gebruik van biotechnologie ter verbetering van de hommelgezondheid  "," de Graaf, Dirk Studie van transmissie en virulentie van honingbijvirussen in hommels, en het gebruik van biotechnologie ter verbetering van de hommelgezondheid  ",,,
 G046012N ,,,,,,,,"Smolders, Erik Blust, Ronny De Schamphelaere, Karel  ",, K.U.Leuven UA UGent  ,, EUR ,900000,,, 01/01/2012 , 31/12/2015 ,,,, De opname en toxiciteit van spoormetalen bij gemengde verontreiniging in water en bodem: rationalisatie van de interacties op basis van de biobeschikbaarheid  , De opname en toxiciteit van spoormetalen bij gemengde verontreiniging in water en bodem: rationalisatie van de interacties op basis van de biobeschikbaarheid  ,,,
 G038412N ,,,,,,,,"Smolders, Ilse Massie, Ann  ",, VUB  ,, EUR ,240000,,, 01/01/2012 , 31/12/2015 ,,,, Ontrafelen van de rol van systeem xc- in epileptogenese  , Ontrafelen van de rol van systeem xc- in epileptogenese  ,,,
 G043312N ,,,,,,,,"Snyders, Dirk Labro, Alain Tytgat, Jan  ",, K.U.Leuven UA  ,, EUR ,715000,,, 01/01/2012 , 31/12/2015 ,,,, Moleculaire mechanismen van interactie tussen neurotoxines en kalium en natrium kanalen.  , Moleculaire mechanismen van interactie tussen neurotoxines en kalium en natrium kanalen.  ,,,
 G049012N ,,,,,,,,"Somers, Veerle Hendrix, Sven  ",, UHasselt  ,, EUR ,240000,,, 01/01/2012 , 31/12/2015 ,,,, Identificatie van autoantistoffen met pathogene impact op ruggenmergschade.  , Identificatie van autoantistoffen met pathogene impact op ruggenmergschade.  ,,,
 G050712N ,,,,,,,,"Speleman, Franki Vandesompele, Jo  ",, UGent  ,, EUR ,320000,,, 01/01/2012 , 31/12/2015 ,,,, Reconstructie van functionele moleculaire netwerken in ALK gemuteerde neuroblastoom tumoren  , Reconstructie van functionele moleculaire netwerken in ALK gemuteerde neuroblastoom tumoren  ,,,
 G053012N ,,,,,,,,"Speleman, Franki De Preter, Katleen  ",, UGent  ,, EUR ,196000,,, 01/01/2012 , 31/12/2015 ,,,, Reconstructie van dynamische initiatie en progressie genexpressie regulatorische netwerken in neuroblastoom  , Reconstructie van dynamische initiatie en progressie genexpressie regulatorische netwerken in neuroblastoom  ,,,
 G084512N ,,,,,,,,"Stalpaert, Christel Leman, Marc Pewny, Katharina  ",, UGent  ,, EUR ,301000,,, 01/01/2012 , 31/12/2015 ,,,," Capteren van dansbewegingen, -intensiteiten en belichaamde ervaringen: onderzoek naar nieuwe mogelijkheden van digitale media voor dansanalyse en -notatie gebaseerd op Fase (1982) van Anne Teresa De Keersmaeker en ROSAS.  "," Capteren van dansbewegingen, -intensiteiten en belichaamde ervaringen: onderzoek naar nieuwe mogelijkheden van digitale media voor dansanalyse en -notatie gebaseerd op Fase (1982) van Anne Teresa De Keersmaeker en ROSAS.  ",,,
 G049512N ,,,,,,,,"Steyaert, Jan  ",, VUB  ,, EUR ,130400,,, 01/01/2012 , 31/12/2013 ,,,, Structurele analyse van de beta2-Adrenoreceptor•G-protein en beta2-Adrenoreceptor•beta-arrestin complexen door nanobody geassisteerde x-straal kristallografie  , Structurele analyse van de beta2-Adrenoreceptor•G-protein en beta2-Adrenoreceptor•beta-arrestin complexen door nanobody geassisteerde x-straal kristallografie  ,,,
 G037412N ,,,,,,,,"Steyaert, Michel  ",, K.U.Leuven  ,, EUR ,280000,,, 01/01/2012 , 31/12/2015 ,,,, MINTS: netgeconnecteerde interfaces geïntegreerd in CMOS  , MINTS: netgeconnecteerde interfaces geïntegreerd in CMOS  ,,,
 G088312N ,,,,,,,,"Stiens, Johan Mangelings, Debby  ",, VUB  ,, EUR ,280000,,, 01/01/2012 , 31/12/2015 ,,,, Millimetergolven sensor oplossingen voor chromatografische huidige en toekomstige analyzesystemen.  , Millimetergolven sensor oplossingen voor chromatografische huidige en toekomstige analyzesystemen.  ,,,
 G021412N ,,,,,,,,"Stinissen, Pieter Dubois, Bénédicte Goris, An Hellings, Niels Van Wijmeersch, Bart  ",, UHasselt  ,, EUR ,200000,,, 01/01/2012 , 31/12/2015 ,,,, De rol van CD4+CD28null T-cellen in multiple sclerose  , De rol van CD4+CD28null T-cellen in multiple sclerose  ,,,
 G066512N ,,,,,,,,"Strelkov, Sergei Christ, Frauke  ",, K.U.Leuven  ,, EUR ,176400,,, 01/01/2012 , 31/12/2015 ,,,," Structurele studies van transportine SR2, nucleaire import factor van HIV-1  "," Structurele studies van transportine SR2, nucleaire import factor van HIV-1  ",,,
 G070912N ,,,,,,,,"Strelkov, Sergei  ",, K.U.Leuven  ,, EUR ,200000,,, 01/01/2012 , 31/12/2015 ,,,, Drie-dimensionale structuur van intermediaire filamenten via een hybride aanpak  , Drie-dimensionale structuur van intermediaire filamenten via een hybride aanpak  ,,,
 G037712N ,,,,,,,,"Suykens, Johan Schoukens, Johannes  ",, K.U.Leuven VUB  ,, EUR ,560000,,, 01/01/2012 , 31/12/2015 ,,,, Modelleren van gestructureerde dynamische systemen via parametrische en niet-parametrische technieken  , Modelleren van gestructureerde dynamische systemen via parametrische en niet-parametrische technieken  ,,,
